I_SAMPLE_ID,TRIP_CODE,SCIENTIFICNAME,SPCODE,TAXON_COUNT,COMMENTS
1615,Kapala T14,Platycephalidae - undifferentiated,37296900,20,
1615,Kapala T14,Pseudorhombus spp.,37460919,2,
1615,Kapala T14,Sardinops sagax,37085002,78,
1615,Kapala T14,Serranidae subfam. Anthiinae,37311907,1,
1615,Kapala T14,Sillago flindersi,37330014,70,
1615,Kapala T14,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
1615,Kapala T14,Trachurus novaezelandiae,37337003,19,
1615,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,10,
1616,Kapala T14,Ambassis jacksoniensis,37310012,1,
1616,Kapala T14,Argyrosomus japonicus,37354001,5,
1616,Kapala T14,Bothidae - undifferentiated,37460922,7,
1616,Kapala T14,Callionymidae - undifferentiated,37427917,17,
1616,Kapala T14,Centroberyx affinis,37258003,1,
1616,Kapala T14,Centropogon australis,37287048,4,
1616,Kapala T14,Cepola australis,37380001,19,
1616,Kapala T14,Chlorophthalmus spp.,37120903,1,
1616,Kapala T14,Creedia spp.,37395901,10,
1616,Kapala T14,Cynoglossidae - undifferentiated,37463000,1,
1616,Kapala T14,Engraulis australis,37086001,4,
1616,Kapala T14,Gobiidae - undifferentiated,37428000,2,
1616,Kapala T14,Labridae - undifferentiated,37384000,3,
1616,Kapala T14,Labridae: Odacinae - undifferentiated,37385000,3,
1616,Kapala T14,Moridae - undifferentiated,37224903,34,
1616,Kapala T14,Neosebastes spp.,37287927,27,
1616,Kapala T14,Pinguipedidae - undifferentiated,37390000,10,
1616,Kapala T14,Platycephalidae - undifferentiated,37296900,13,
1616,Kapala T14,Pseudorhombus spp.,37460919,3,
1616,Kapala T14,Sardinops sagax,37085002,39,
1616,Kapala T14,Sillago flindersi,37330014,50,
1616,Kapala T14,Trachurus novaezelandiae,37337003,36,
1616,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,12,
1616,Kapala T14,Verilus anomalus,37311053,5,
1617,Kapala T14,Argyrosomus japonicus,37354001,3,
1617,Kapala T14,Bothidae - undifferentiated,37460922,4,
1617,Kapala T14,Callionymidae - undifferentiated,37427917,17,
1617,Kapala T14,Centropogon australis,37287048,6,
1617,Kapala T14,Cepola australis,37380001,18,
1617,Kapala T14,Creedia spp.,37395901,11,
1617,Kapala T14,Engraulis australis,37086001,1,
1617,Kapala T14,Gobiidae - undifferentiated,37428000,2,
1617,Kapala T14,Moridae - undifferentiated,37224903,16,
1617,Kapala T14,Neosebastes spp.,37287927,18,
1617,Kapala T14,Pinguipedidae - undifferentiated,37390000,6,
1617,Kapala T14,Platycephalidae - undifferentiated,37296900,7,
1617,Kapala T14,Pseudorhombus spp.,37460919,1,
1617,Kapala T14,Sardinops sagax,37085002,30,
1617,Kapala T14,Sillago flindersi,37330014,21,
1617,Kapala T14,Trachurus novaezelandiae,37337003,10,
1617,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,7,
1617,Kapala T14,Verilus anomalus,37311053,1,
1618,Kapala T14,Bothidae - undifferentiated,37460922,4,
1618,Kapala T14,Callionymidae - undifferentiated,37427917,6,
1618,Kapala T14,Centropogon australis,37287048,1,
1618,Kapala T14,Cepola australis,37380001,5,
1618,Kapala T14,Creedia spp.,37395901,6,
1618,Kapala T14,Engraulis australis,37086001,2,
1618,Kapala T14,Gobiidae - undifferentiated,37428000,2,
1618,Kapala T14,Labridae: Odacinae - undifferentiated,37385000,1,
1618,Kapala T14,Moridae - undifferentiated,37224903,12,
1618,Kapala T14,Neosebastes spp.,37287927,7,
1618,Kapala T14,Pinguipedidae - undifferentiated,37390000,6,
1618,Kapala T14,Platycephalidae - undifferentiated,37296900,6,
1618,Kapala T14,Pseudorhombus spp.,37460919,3,
1618,Kapala T14,Sardinops sagax,37085002,28,
1618,Kapala T14,Sillago flindersi,37330014,19,
1618,Kapala T14,Trachurus novaezelandiae,37337003,5,
1618,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,4,
1618,Kapala T14,Verilus anomalus,37311053,3,
1619,Kapala T14,Ambassis jacksoniensis,37310012,1,
1619,Kapala T14,Argyrosomus japonicus,37354001,8,
1619,Kapala T14,Bothidae - undifferentiated,37460922,2,
1619,Kapala T14,Callionymidae - undifferentiated,37427917,10,
1619,Kapala T14,Centropogon australis,37287048,4,
1619,Kapala T14,Cepola australis,37380001,8,
1619,Kapala T14,Chlorophthalmus spp.,37120903,1,
1619,Kapala T14,Creedia spp.,37395901,13,
1619,Kapala T14,Gobiidae - undifferentiated,37428000,4,
1619,Kapala T14,Labridae - undifferentiated,37384000,2,
1619,Kapala T14,Labridae: Odacinae - undifferentiated,37385000,1,
1619,Kapala T14,Moridae - undifferentiated,37224903,17,
1619,Kapala T14,Neosebastes spp.,37287927,21,
1619,Kapala T14,Pinguipedidae - undifferentiated,37390000,12,
1619,Kapala T14,Platycephalidae - undifferentiated,37296900,8,
1619,Kapala T14,Pseudorhombus spp.,37460919,1,
1619,Kapala T14,Sardinops sagax,37085002,35,
1619,Kapala T14,Serranidae subfam. Anthiinae,37311907,3,
1619,Kapala T14,Sillago flindersi,37330014,25,
1619,Kapala T14,Trachurus novaezelandiae,37337003,10,
1619,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,6,
1620,Kapala T14,Argyrosomus japonicus,37354001,2,
1620,Kapala T14,Bothidae - undifferentiated,37460922,2,
1620,Kapala T14,Callionymidae - undifferentiated,37427917,17,
1620,Kapala T14,Centropogon australis,37287048,7,
1620,Kapala T14,Cepola australis,37380001,13,
1620,Kapala T14,Creedia spp.,37395901,13,
1620,Kapala T14,Engraulis australis,37086001,2,
1620,Kapala T14,Labridae - undifferentiated,37384000,1,
1620,Kapala T14,Moridae - undifferentiated,37224903,10,
1620,Kapala T14,Neosebastes spp.,37287927,27,
1620,Kapala T14,Pinguipedidae - undifferentiated,37390000,7,
1620,Kapala T14,Platycephalidae - undifferentiated,37296900,11,
1620,Kapala T14,Pseudorhombus spp.,37460919,1,
1620,Kapala T14,Sardinops sagax,37085002,21,
1620,Kapala T14,Schuettea spp.,37356902,2,
1620,Kapala T14,Sillago flindersi,37330014,21,
1620,Kapala T14,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
1620,Kapala T14,Trachurus novaezelandiae,37337003,14,
1620,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,8,
1620,Kapala T14,Verilus anomalus,37311053,2,
1621,Kapala T14,Ambassis marianus,37310018,2,
1621,Kapala T14,Centropogon australis,37287048,5,
1621,Kapala T14,Chrysophrys auratus,37353001,1,
1621,Kapala T14,Engraulis australis,37086001,1,
1621,Kapala T14,Gerres subfasciatus,37349005,13,
1621,Kapala T14,Gobiidae - undifferentiated,37428000,3,
1621,Kapala T14,Labridae - undifferentiated,37384000,4,
1621,Kapala T14,Omobranchus anolius,37408058,1,
1621,Kapala T14,Parablennius spp.,37408918,1,
1621,Kapala T14,Pempheris spp.,37357903,1,
1621,Kapala T14,Platycephalidae - undifferentiated,37296900,22,
1621,Kapala T14,Sardinops sagax,37085002,50,
1621,Kapala T14,Sillago ciliata,37330010,38,
1621,Kapala T14,Trachurus novaezelandiae,37337003,2,
1621,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,1,
1622,Kapala T14,Ambassis marianus,37310018,1,
1622,Kapala T14,Centropogon australis,37287048,1,
1622,Kapala T14,Chrysophrys auratus,37353001,1,
1622,Kapala T14,Engraulis australis,37086001,1,
1622,Kapala T14,Gerres subfasciatus,37349005,28,
1622,Kapala T14,Gobiidae - undifferentiated,37428000,7,
1622,Kapala T14,Labridae - undifferentiated,37384000,2,
1622,Kapala T14,Omobranchus anolius,37408058,1,
1622,Kapala T14,Parablennius spp.,37408918,1,
1622,Kapala T14,Platycephalidae - undifferentiated,37296900,30,
1622,Kapala T14,Pseudorhombus spp.,37460919,2,
1622,Kapala T14,Sardinops sagax,37085002,34,
1622,Kapala T14,Schuettea spp.,37356902,3,
1622,Kapala T14,Sillago ciliata,37330010,48,
1622,Kapala T14,Sillago flindersi,37330014,1,
1622,Kapala T14,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
1623,Kapala T14,Ambassis marianus,37310018,1,
1623,Kapala T14,Centropogon australis,37287048,1,
1623,Kapala T14,Engraulis australis,37086001,1,
1623,Kapala T14,Gerres subfasciatus,37349005,7,
1623,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1623,Kapala T14,Labridae - undifferentiated,37384000,1,
1623,Kapala T14,Omobranchus anolius,37408058,1,
1623,Kapala T14,Parablennius spp.,37408918,1,
1623,Kapala T14,Pelates spp.,37321908,1,
1623,Kapala T14,Platycephalidae - undifferentiated,37296900,21,
1623,Kapala T14,Sardinops sagax,37085002,16,
1623,Kapala T14,Sillaginidae - undifferentiated,37330000,1,
1623,Kapala T14,Sillago ciliata,37330010,29,
1624,Kapala T14,Ambassis marianus,37310018,4,
1624,Kapala T14,Engraulis australis,37086001,1,
1624,Kapala T14,Gerres subfasciatus,37349005,6,
1624,Kapala T14,Labridae - undifferentiated,37384000,2,
1624,Kapala T14,Monacanthidae - undifferentiated,37465903,1,
1624,Kapala T14,Platycephalidae - undifferentiated,37296900,16,
1624,Kapala T14,Sardinops sagax,37085002,18,
1624,Kapala T14,Sillago ciliata,37330010,34,
1624,Kapala T14,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
1625,Kapala T14,Ambassis jacksoniensis,37310012,1,
1625,Kapala T14,Chrysophrys auratus,37353001,2,
1625,Kapala T14,Creedia spp.,37395901,1,
1625,Kapala T14,Engraulis australis,37086001,1,
1625,Kapala T14,Gerres subfasciatus,37349005,12,
1625,Kapala T14,Girella tricuspidata,37361007,1,
1625,Kapala T14,Gobiesocidae - undifferentiated,37206000,1,
1625,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1625,Kapala T14,Labridae - undifferentiated,37384000,2,
1625,Kapala T14,Omobranchus anolius,37408058,1,
1625,Kapala T14,Platycephalidae - undifferentiated,37296900,20,
1625,Kapala T14,Sardinops sagax,37085002,15,
1625,Kapala T14,Sillago ciliata,37330010,21,
1625,Kapala T14,Superclass Pisces - undifferentiated,37000000,4,Unidentified as too damaged or unknown
1626,Kapala T14,Centropogon australis,37287048,3,
1626,Kapala T14,Chrysophrys auratus,37353001,2,
1626,Kapala T14,Engraulis australis,37086001,1,
1626,Kapala T14,Gerres subfasciatus,37349005,16,
1626,Kapala T14,Gobiidae - undifferentiated,37428000,6,
1626,Kapala T14,Labridae - undifferentiated,37384000,2,
1626,Kapala T14,Omobranchus anolius,37408058,1,
1626,Kapala T14,Pelates spp.,37321908,2,
1626,Kapala T14,Platycephalidae - undifferentiated,37296900,34,
1626,Kapala T14,Sardinops sagax,37085002,23,
1626,Kapala T14,Sillaginidae - undifferentiated,37330000,5,
1626,Kapala T14,Sillago ciliata,37330010,53,
1626,Kapala T14,Trachurus novaezelandiae,37337003,1,
1627,Kapala T14,Ambassis jacksoniensis,37310012,2,
1627,Kapala T14,Argyrosomus japonicus,37354001,1,
1627,Kapala T14,Bothidae - undifferentiated,37460922,2,
1627,Kapala T14,Callionymidae - undifferentiated,37427917,15,
1627,Kapala T14,Cepola australis,37380001,9,
1627,Kapala T14,Creedia spp.,37395901,7,
1627,Kapala T14,Cynoglossidae - undifferentiated,37463000,1,
1627,Kapala T14,Engraulis australis,37086001,1,
1627,Kapala T14,Gobiidae - undifferentiated,37428000,2,
1627,Kapala T14,Labridae: Odacinae - undifferentiated,37385000,1,
1627,Kapala T14,Liza argentea,37381004,1,
1627,Kapala T14,Moridae - undifferentiated,37224903,4,
1627,Kapala T14,Mugilidae - undifferentiated,37381000,1,
1627,Kapala T14,Neosebastes spp.,37287927,18,
1627,Kapala T14,Pempheris spp.,37357903,1,
1627,Kapala T14,Pinguipedidae - undifferentiated,37390000,2,
1627,Kapala T14,Platycephalidae - undifferentiated,37296900,3,
1627,Kapala T14,Platycephalus fuscus,37296004,1,
1627,Kapala T14,Pseudorhombus spp.,37460919,4,
1627,Kapala T14,Sardinops sagax,37085002,9,
1627,Kapala T14,Serranidae subfam. Anthiinae,37311907,1,
1627,Kapala T14,Sillago flindersi,37330014,1,
1627,Kapala T14,Soleidae - undifferentiated,37462000,1,
1627,Kapala T14,Trachurus novaezelandiae,37337003,16,
1627,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,2,
1627,Kapala T14,Verilus anomalus,37311053,6,
1628,Kapala T14,Acanthopagrus australis,37353004,4,
1628,Kapala T14,Ambassis jacksoniensis,37310012,1,
1628,Kapala T14,Argyrosomus japonicus,37354001,2,
1628,Kapala T14,Bothidae - undifferentiated,37460922,5,
1628,Kapala T14,Callionymidae - undifferentiated,37427917,20,
1628,Kapala T14,Cepola australis,37380001,7,
1628,Kapala T14,Creedia spp.,37395901,5,
1628,Kapala T14,Engraulis australis,37086001,1,
1628,Kapala T14,Hyperlophus vittatus,37085005,2,
1628,Kapala T14,Labridae - undifferentiated,37384000,2,
1628,Kapala T14,Moridae - undifferentiated,37224903,8,
1628,Kapala T14,Neosebastes spp.,37287927,18,
1628,Kapala T14,Pinguipedidae - undifferentiated,37390000,4,
1628,Kapala T14,Platycephalidae - undifferentiated,37296900,3,
1628,Kapala T14,Pseudorhombus spp.,37460919,1,
1628,Kapala T14,Sardinops sagax,37085002,10,
1628,Kapala T14,Sillago flindersi,37330014,6,
1628,Kapala T14,Soleidae - undifferentiated,37462000,1,
1628,Kapala T14,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
1628,Kapala T14,Trachurus novaezelandiae,37337003,27,
1628,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,6,
1628,Kapala T14,Verilus anomalus,37311053,5,
1629,Kapala T14,Acanthopagrus australis,37353004,10,
1629,Kapala T14,Bothidae - undifferentiated,37460922,9,
1629,Kapala T14,Callionymidae - undifferentiated,37427917,16,
1629,Kapala T14,Cepola australis,37380001,11,
1629,Kapala T14,Creedia spp.,37395901,9,
1629,Kapala T14,Engraulis australis,37086001,1,
1629,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1629,Kapala T14,Labridae - undifferentiated,37384000,3,
1629,Kapala T14,Labridae: Odacinae - undifferentiated,37385000,1,
1629,Kapala T14,Moridae - undifferentiated,37224903,16,
1629,Kapala T14,Neosebastes spp.,37287927,17,
1629,Kapala T14,Pinguipedidae - undifferentiated,37390000,6,
1629,Kapala T14,Platycephalidae - undifferentiated,37296900,6,
1629,Kapala T14,Sardinops sagax,37085002,4,
1629,Kapala T14,Sillago flindersi,37330014,5,
1629,Kapala T14,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
1629,Kapala T14,Trachurus novaezelandiae,37337003,17,
1629,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,4,
1629,Kapala T14,Verilus anomalus,37311053,1,
1630,Kapala T14,Bothidae - undifferentiated,37460922,1,
1630,Kapala T14,Callionymidae - undifferentiated,37427917,16,
1630,Kapala T14,Centropogon australis,37287048,2,
1630,Kapala T14,Cepola australis,37380001,10,
1630,Kapala T14,Creedia spp.,37395901,7,
1630,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1630,Kapala T14,Gonostomatidae - undifferentiated,37106912,1,
1630,Kapala T14,Labridae - undifferentiated,37384000,2,
1630,Kapala T14,Liza argentea,37381004,1,
1630,Kapala T14,Moridae - undifferentiated,37224903,6,
1630,Kapala T14,Neosebastes spp.,37287927,16,
1630,Kapala T14,Pinguipedidae - undifferentiated,37390000,8,
1630,Kapala T14,Platycephalidae - undifferentiated,37296900,1,
1630,Kapala T14,Platycephalus fuscus,37296004,1,
1630,Kapala T14,Pseudorhombus spp.,37460919,1,
1630,Kapala T14,Sardinops sagax,37085002,8,
1630,Kapala T14,Sillago flindersi,37330014,1,
1630,Kapala T14,Trachurus novaezelandiae,37337003,7,
1630,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,3,
1631,Kapala T14,Ambassis jacksoniensis,37310012,2,
1631,Kapala T14,Bothidae - undifferentiated,37460922,2,
1631,Kapala T14,Callionymidae - undifferentiated,37427917,20,
1631,Kapala T14,Centropogon australis,37287048,1,
1631,Kapala T14,Cepola australis,37380001,9,
1631,Kapala T14,Creedia spp.,37395901,5,
1631,Kapala T14,Engraulis australis,37086001,1,
1631,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1631,Kapala T14,Labridae - undifferentiated,37384000,1,
1631,Kapala T14,Moridae - undifferentiated,37224903,3,
1631,Kapala T14,Neosebastes spp.,37287927,12,
1631,Kapala T14,Pinguipedidae - undifferentiated,37390000,4,
1631,Kapala T14,Platycephalidae - undifferentiated,37296900,1,
1631,Kapala T14,Sardinops sagax,37085002,8,
1631,Kapala T14,Serranidae subfam. Anthiinae,37311907,2,
1631,Kapala T14,Sillago flindersi,37330014,3,
1631,Kapala T14,Syngnathidae - undifferentiated,37282000,2,
1631,Kapala T14,Trachurus novaezelandiae,37337003,8,
1631,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,3,
1632,Kapala T14,Ambassis jacksoniensis,37310012,1,
1632,Kapala T14,Argyrosomus japonicus,37354001,1,
1632,Kapala T14,Bothidae - undifferentiated,37460922,1,
1632,Kapala T14,Callionymidae - undifferentiated,37427917,21,
1632,Kapala T14,Centropogon australis,37287048,1,
1632,Kapala T14,Cepola australis,37380001,8,
1632,Kapala T14,Creedia spp.,37395901,3,
1632,Kapala T14,Engraulis australis,37086001,1,
1632,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1632,Kapala T14,Labridae - undifferentiated,37384000,5,
1632,Kapala T14,Moridae - undifferentiated,37224903,5,
1632,Kapala T14,Neosebastes spp.,37287927,15,
1632,Kapala T14,Pinguipedidae - undifferentiated,37390000,8,
1632,Kapala T14,Platycephalidae - undifferentiated,37296900,6,
1632,Kapala T14,Platycephalus fuscus,37296004,1,
1632,Kapala T14,Pseudorhombus spp.,37460919,3,
1632,Kapala T14,Sardinops sagax,37085002,3,
1632,Kapala T14,Schuettea spp.,37356902,1,
1632,Kapala T14,Sillago flindersi,37330014,2,
1632,Kapala T14,Trachurus novaezelandiae,37337003,9,
1632,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,1,
1633,Kapala T14,Chrysophrys auratus,37353001,4,
1633,Kapala T14,Gerres subfasciatus,37349005,31,
1633,Kapala T14,Gobiidae - undifferentiated,37428000,7,
1633,Kapala T14,Labridae - undifferentiated,37384000,2,
1633,Kapala T14,Omobranchus anolius,37408058,2,
1633,Kapala T14,Pelates spp.,37321908,2,
1633,Kapala T14,Platycephalidae - undifferentiated,37296900,8,
1633,Kapala T14,Sardinops sagax,37085002,38,
1633,Kapala T14,Sillago ciliata,37330010,25,
1633,Kapala T14,Tripterygiidae - undifferentiated,37415000,1,
1634,Kapala T14,Gerres subfasciatus,37349005,31,
1634,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1634,Kapala T14,Labridae - undifferentiated,37384000,1,
1634,Kapala T14,Omobranchus anolius,37408058,4,
1634,Kapala T14,Petroscirtes lupus,37408073,2,
1634,Kapala T14,Platycephalidae - undifferentiated,37296900,8,
1634,Kapala T14,Sardinops sagax,37085002,3,
1634,Kapala T14,Schuettea spp.,37356902,1,
1634,Kapala T14,Sillago ciliata,37330010,13,
1634,Kapala T14,Sillago flindersi,37330014,1,
1635,Kapala T14,Atherinidae - undifferentiated,37246911,4,
1635,Kapala T14,Gerres subfasciatus,37349005,11,
1635,Kapala T14,Liza argentea,37381004,1,
1635,Kapala T14,Pempheris spp.,37357903,1,
1635,Kapala T14,Platycephalidae - undifferentiated,37296900,3,
1635,Kapala T14,Sardinops sagax,37085002,3,
1635,Kapala T14,Sillago ciliata,37330010,12,
1635,Kapala T14,Tripterygiidae - undifferentiated,37415000,1,
1636,Kapala T14,Chrysophrys auratus,37353001,1,
1636,Kapala T14,Engraulis australis,37086001,1,
1636,Kapala T14,Gerres subfasciatus,37349005,97,
1636,Kapala T14,Gobiidae - undifferentiated,37428000,25,
1636,Kapala T14,Labridae - undifferentiated,37384000,3,
1636,Kapala T14,Platycephalidae - undifferentiated,37296900,6,
1636,Kapala T14,Sardinops sagax,37085002,3,
1636,Kapala T14,Serranidae subfam. Anthiinae,37311907,1,
1636,Kapala T14,Sillago ciliata,37330010,21,
1637,Kapala T14,Engraulis australis,37086001,1,
1637,Kapala T14,Gerres subfasciatus,37349005,17,
1637,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1637,Kapala T14,Labridae - undifferentiated,37384000,1,
1637,Kapala T14,Monacanthidae - undifferentiated,37465903,1,
1637,Kapala T14,Omobranchus anolius,37408058,1,
1637,Kapala T14,Sardinops sagax,37085002,17,
1637,Kapala T14,Sillago ciliata,37330010,7,
1637,Kapala T14,Trachurus novaezelandiae,37337003,1,
1638,Kapala T14,Gerres subfasciatus,37349005,9,
1638,Kapala T14,Gobiidae - undifferentiated,37428000,6,
1638,Kapala T14,Labridae - undifferentiated,37384000,1,
1638,Kapala T14,Monacanthidae - undifferentiated,37465903,1,
1638,Kapala T14,Omobranchus anolius,37408058,1,
1638,Kapala T14,Platycephalidae - undifferentiated,37296900,4,
1638,Kapala T14,Sardinops sagax,37085002,23,
1638,Kapala T14,Sillago ciliata,37330010,9,
